#name	name2
XM_024452806.1	NT5DC4
XM_024452801.1	NT5DC4
XM_024452805.1	NT5DC4
XM_024452804.1	NT5DC4
XM_017005474.1	NT5DC4
XM_011512262.2	NT5DC4
XM_024452808.1	NT5DC4
XM_024452803.1	NT5DC4
XM_024452800.1	NT5DC4
XM_024452807.1	NT5DC4
XM_024452799.1	NT5DC4
XM_017005475.1	NT5DC4
XM_024452802.1	NT5DC4
XR_002959276.1	NT5DC4
XR_002959273.1	NT5DC4
XR_002959272.1	NT5DC4
XR_002959274.1	NT5DC4
XR_002959275.1	NT5DC4
XR_001739644.1	NT5DC4
XR_002959267.1	NT5DC4
XR_002959268.1	NT5DC4
XR_002959270.1	NT5DC4
XR_002959269.1	NT5DC4
XR_002959277.1	NT5DC4
XR_002959271.1	NT5DC4
NM_001278568.2	IL36G
NM_019618.4	IL36G
XM_011511121.1	IL1RN
XR_923214.2	LOC101927400
XR_923213.2	LOC101927400
XR_001739649.1	LOC101927400
XR_001739648.1	LOC101927400
XR_001739647.1	LOC101927400
XR_001739655.2	LINC01961
XR_001739653.2	LINC01961
XR_001739654.2	LINC01961
XR_001739657.1	LINC01961
XR_001739656.1	LINC01961
XM_017003211.1	RABL2A
XM_024452575.1	RABL2A
XM_017003222.1	RABL2A
XM_024452576.1	RABL2A
XM_017003230.1	RABL2A
XR_002959036.1	RABL2A
NM_001354426.2	RABL2A
NM_001354424.2	RABL2A
NM_001354421.2	RABL2A
NM_001354418.2	RABL2A
NM_001354428.2	RABL2A
NM_001354427.2	RABL2A
NM_007082.5	RABL2A
NM_013412.4	RABL2A
NM_001306160.3	RABL2A
NM_001354417.2	RABL2A
NM_001306159.2	RABL2A
NM_001306158.2	RABL2A
NM_001354407.2	RABL2A
NM_001354425.2	RABL2A
NM_001306161.2	RABL2A
NM_001354419.2	RABL2A
NM_001354416.2	RABL2A
NM_001354410.2	RABL2A
NM_001354412.2	RABL2A
NM_001354406.2	RABL2A
NM_001354423.2	RABL2A
NM_001354413.2	RABL2A
NM_001354408.2	RABL2A
NM_001354405.2	RABL2A
NM_001354414.2	RABL2A
NM_001354409.2	RABL2A
NR_148879.2	RABL2A
NR_148882.2	RABL2A
NR_148880.2	RABL2A
NR_148881.2	RABL2A
XM_017003214.1	RABL2A
XM_017003204.1	RABL2A
XM_017003207.1	RABL2A
XM_017003226.1	RABL2A
XM_017003223.1	RABL2A
XM_017003220.1	RABL2A
XM_017003212.1	RABL2A
XM_024452573.1	RABL2A
XM_017003215.1	RABL2A
XM_017003213.1	RABL2A
XM_017003210.1	RABL2A
XM_017003205.1	RABL2A
XM_017003203.1	RABL2A
XM_006712208.3	RABL2A
XM_011510509.2	RABL2A
XM_017003216.1	RABL2A
XM_006712209.3	RABL2A
NR_102318.1	ACTR3
NM_005721.5	ACTR3
NM_001277140.1	ACTR3
XR_001739659.1	LOC105373575
XR_001739658.1	LOC105373575
XR_923237.2	LOC105373575
XM_011511361.1	CCDC93
NM_019044.5	CCDC93
XM_011511362.1	CCDC93
XM_011511359.1	CCDC93
XM_011511363.2	CCDC93
XM_006712600.2	CCDC93
NM_001321330.1	INSIG2
NM_001321333.1	INSIG2
NM_001321331.1	INSIG2
NM_016133.4	INSIG2
NM_001321332.1	INSIG2
NM_001321329.1	INSIG2
NM_002830.4	PTPN4
XM_006712653.1	EPB41L5
XM_006712651.1	EPB41L5
NM_001184939.3	EPB41L5
NM_001330307.2	EPB41L5
NM_001184938.4	EPB41L5
NM_001184937.2	EPB41L5
NM_001330310.2	EPB41L5
NM_020909.4	EPB41L5
NR_135920.3	EPB41L5
NR_138472.2	EPB41L5
XM_017004567.1	EPB41L5
XM_006712422.3	GLI2
NM_001371271.1	GLI2
NM_005270.5	GLI2
XM_011510974.2	GLI2
XM_011510973.2	GLI2
XM_011510971.2	GLI2
XM_017003818.1	GLI2
XM_011510969.2	GLI2
XM_011510970.2	GLI2
XM_011510972.2	GLI2
NM_014553.3	TFCP2L1
XM_017003902.1	TFCP2L1
XM_017003905.1	TFCP2L1
XM_017003904.1	TFCP2L1
XM_017003689.2	CLASP1
XM_017003684.2	CLASP1
XM_017003687.2	CLASP1
XM_017003686.2	CLASP1
XM_017003688.2	CLASP1
XM_017003683.2	CLASP1
XM_017003681.2	CLASP1
XM_017003682.2	CLASP1
XM_017003685.2	CLASP1
XM_017003677.2	CLASP1
XM_017003678.2	CLASP1
XM_017003679.2	CLASP1
XM_017003676.2	CLASP1
XM_006712385.1	CLASP1
XM_017003680.2	CLASP1
NM_001261401.1	TSN
NR_048558.1	TSN
NR_048557.1	TSN
NR_048556.1	TSN
NR_048559.1	TSN
NM_004622.3	TSN
XR_923284.2	LOC105373592
XR_923283.2	LOC105373592
XR_923282.2	LOC105373592
XR_001739685.1	LOC105373592
XR_923280.2	LOC105373592
XR_923281.2	LOC105373592
XR_001739684.1	LOC105373592
XR_001739208.1	LOC107985819
XR_001739693.1	LOC105373602
XR_001739694.1	LOC105373602
NM_001303418.2	ERCC3
NM_001303416.2	ERCC3
NM_000122.2	ERCC3
XM_011510795.1	ERCC3
XM_017003583.1	ERCC3
XM_011510794.2	ERCC3
XR_001739703.2	MAP3K2-DT
XR_001739702.2	MAP3K2-DT
NM_001136037.3	LIMS2
NM_001161403.2	LIMS2
XM_011511453.1	LIMS2
NM_017980.4	LIMS2
XM_024452983.1	LIMS2
XM_006712627.4	LIMS2
XM_005263710.2	LIMS2
NM_001161404.1	LIMS2
XR_922961.2	LIMS2
XM_006712628.3	LIMS2
NM_018383.5	WDR33
XM_011511436.1	WDR33
XM_005263697.3	WDR33
NM_001006623.3	WDR33
XM_017004436.2	WDR33
NM_001006622.2	WDR33
XM_017004435.1	WDR33
XM_006712636.3	UGGT1
XM_006712635.4	UGGT1
XR_922969.3	UGGT1
XM_006712634.3	UGGT1
XM_017004507.1	UGGT1
XM_017004508.1	UGGT1
NM_020120.4	UGGT1
NR_027671.3	UGGT1
XM_017004509.1	UGGT1
XM_017004510.1	UGGT1
XR_923318.2	LOC105373611
NM_017951.4	SMPD4
NM_017751.4	SMPD4
NM_001171083.2	SMPD4
XM_024452978.1	SMPD4
XM_017004449.2	SMPD4
XM_017004448.2	SMPD4
XM_011511445.2	SMPD4
XM_011511443.2	SMPD4
NR_033232.3	SMPD4
NR_033231.3	SMPD4
XM_011511444.3	SMPD4
NR_033930.1	PRSS40B
NM_015320.4	ARHGEF4
NM_001367493.1	ARHGEF4
XM_017004231.1	ARHGEF4
XM_011511274.3	ARHGEF4
XR_001738756.1	ARHGEF4
XR_001738757.1	ARHGEF4
NR_033885.3	POTEKP
NM_013310.5	C2orf27A
NM_001354872.2	C2orf27A
NM_001354871.2	C2orf27A
NR_149013.2	C2orf27A
NR_146484.1	LINC01945
NR_146485.1	LINC01945
NR_152415.2	ANKRD30BL
NR_027020.3	ANKRD30BL
NM_001508.3	GPR39
NM_001321235.2	LYPD1
NM_144586.7	LYPD1
NM_001321234.2	LYPD1
NM_001077427.4	LYPD1
XM_011510546.3	LYPD1
XM_017003978.2	NCKAP5
XR_001739714.1	LOC105373627
XM_011511199.2	MGAT5
XM_011511204.2	MGAT5
XM_006712534.3	MGAT5
XM_011511200.1	MGAT5
NM_002410.5	MGAT5
XM_011511202.2	MGAT5
XM_017005061.1	TMEM163
NM_030923.5	TMEM163
XM_011511950.2	TMEM163
XM_017005060.2	TMEM163
XM_017005062.1	TMEM163
XM_005263586.4	ACMSD
XM_024452691.1	ACMSD
XM_017003325.1	ACMSD
XM_024452690.1	ACMSD
XM_011510592.2	ACMSD
XM_005263589.4	ACMSD
NM_138326.3	ACMSD
NM_001307983.2	ACMSD
XM_005263588.4	ACMSD
XM_017003326.1	ACMSD
XM_005263590.4	ACMSD
NR_036549.1	CCNT2-AS1
XM_011511891.2	MAP3K19
XR_002959343.1	MAP3K19
XR_002959344.1	MAP3K19
XM_011511897.3	MAP3K19
XM_011511896.3	MAP3K19
XM_011511894.3	MAP3K19
XM_017005006.2	MAP3K19
XM_017005005.2	MAP3K19
XM_017005004.2	MAP3K19
NM_025052.4	MAP3K19
NM_001018046.2	MAP3K19
NM_001018047.2	MAP3K19
NM_001282883.1	MAP3K19
NM_001018044.2	MAP3K19
XM_011511892.1	MAP3K19
XM_017005003.1	MAP3K19
XM_017005007.1	MAP3K19
NM_001321177.1	MAP3K19
XR_001738962.1	MAP3K19
XM_011510825.3	RAB3GAP1
XM_011510823.3	RAB3GAP1
XR_001738674.2	RAB3GAP1
NM_012233.3	RAB3GAP1
NM_001172435.2	RAB3GAP1
XM_017003719.1	R3HDM1
XM_017003724.2	R3HDM1
XM_011510872.3	R3HDM1
XM_017003727.2	R3HDM1
XM_017003722.1	R3HDM1
XM_011510874.2	R3HDM1
XM_017003735.2	R3HDM1
XM_017003728.1	R3HDM1
XM_011510879.2	R3HDM1
XM_011510877.2	R3HDM1
XM_011510873.2	R3HDM1
XM_005263629.3	R3HDM1
XM_005263628.3	R3HDM1
XM_011510878.2	R3HDM1
XM_005263627.3	R3HDM1
XM_005263626.3	R3HDM1
XM_011510876.2	R3HDM1
XM_017003726.1	R3HDM1
XM_017003734.1	R3HDM1
XM_011510881.1	R3HDM1
XM_011510870.1	R3HDM1
XR_001738687.1	R3HDM1
XR_001738686.1	R3HDM1
XR_001738683.1	R3HDM1
XR_001738685.1	R3HDM1
XR_001738684.1	R3HDM1
XM_017003730.2	R3HDM1
XM_017003731.1	R3HDM1
XM_017003736.1	R3HDM1
NM_001282799.2	R3HDM1
NM_015361.4	R3HDM1
NM_001354200.2	R3HDM1
XM_017003732.2	R3HDM1
XM_017003725.2	R3HDM1
XM_017003723.1	R3HDM1
XM_011510875.2	R3HDM1
XM_017003729.1	R3HDM1
XM_017003720.1	R3HDM1
XM_017003721.1	R3HDM1
XM_011510871.1	R3HDM1
XM_017003733.1	R3HDM1
NM_001282800.2	R3HDM1
NM_001354199.2	R3HDM1
NM_001282798.2	R3HDM1
NM_002299.4	LCT
NM_001349.4	DARS1
NM_001293312.1	DARS1
XR_001739717.1	LOC105373634
XR_923361.2	LOC105373634
XR_923362.2	LOC105373634
XR_001739718.1	LOC105373634
NR_120402.1	LOC101928273
XR_001739719.1	LOC107985948
NM_001001664.3	SPOPL
XM_005263657.4	SPOPL
XM_005263656.4	SPOPL
XM_005263655.5	SPOPL
NM_007226.3	NXPH2
XR_923371.2	LOC105373640
XR_001739720.1	LOC105373643
XR_923373.2	LOC105373643
XR_001739721.1	LOC105373643
XR_923380.2	LINC01853
XR_923381.2	LINC01853
XR_001739133.2	LOC107985779
XR_923389.2	LOC105373652
XM_017005217.1	KYNU
NM_003937.3	KYNU
NM_001199241.2	KYNU
XR_923058.1	KYNU
XM_024453208.1	KYNU
XM_011512102.2	KYNU
XM_017004501.1	ARHGAP15
XM_011511484.1	ARHGAP15
NM_001006636.5	GTDC1
XM_017004925.2	GTDC1
XM_011511856.3	GTDC1
XM_024453145.1	GTDC1
XM_017004926.2	GTDC1
XM_017004940.2	GTDC1
XM_017004956.2	GTDC1
XM_017004937.2	GTDC1
XM_024453141.1	GTDC1
XM_011511855.3	GTDC1
XM_005263784.3	GTDC1
XM_017004921.2	GTDC1
XM_017004936.2	GTDC1
XM_017004957.2	GTDC1
XM_024453148.1	GTDC1
XM_011511843.3	GTDC1
XM_017004922.2	GTDC1
XM_017004923.2	GTDC1
XM_017004939.2	GTDC1
XM_017004920.2	GTDC1
XM_024453142.1	GTDC1
XM_024453146.1	GTDC1
XM_017004934.2	GTDC1
XM_017004935.2	GTDC1
XM_017004930.2	GTDC1
XM_005263774.3	GTDC1
XM_017004929.2	GTDC1
XM_017004918.2	GTDC1
XM_017004928.2	GTDC1
XM_024453143.1	GTDC1
XM_024453144.1	GTDC1
XM_017004941.1	GTDC1
XM_017004938.1	GTDC1
XM_017004944.1	GTDC1
XM_017004942.1	GTDC1
XM_024453147.1	GTDC1
XM_017004948.1	GTDC1
XM_017004947.1	GTDC1
XM_017004943.1	GTDC1
XM_017004946.1	GTDC1
XM_017004945.1	GTDC1
XM_017004949.2	GTDC1
NM_001284233.2	GTDC1
NM_024659.5	GTDC1
XM_017004950.2	GTDC1
NM_001354361.1	GTDC1
XM_024453149.1	GTDC1
NM_001354355.1	GTDC1
NM_001354362.1	GTDC1
XM_017004951.2	GTDC1
NM_001354353.1	GTDC1
NM_001354351.1	GTDC1
NM_001354352.1	GTDC1
NM_001354354.1	GTDC1
NM_001164629.4	GTDC1
NM_001284238.2	GTDC1
NM_001354350.1	GTDC1
NM_001284234.2	GTDC1
XM_017004954.2	GTDC1
NM_001354360.1	GTDC1
NR_148872.1	GTDC1
NM_001354358.1	GTDC1
NM_001354356.1	GTDC1
NM_001284235.1	GTDC1
NM_014795.4	ZEB2
NM_001171653.2	ZEB2
NR_110570.1	LINC01412
XR_923410.2	LOC100505498
XR_923414.1	LOC105373664
XR_923415.1	LOC105373664
XR_923416.1	LOC105373664
XR_923422.3	LOC105373667
XR_923421.2	LOC105373667
XR_001739217.2	LOC107985824
NM_002552.5	ORC4
NM_181741.4	ORC4
NM_001190882.2	ORC4
NM_001190879.2	ORC4
NM_001190881.2	ORC4
NM_181742.3	ORC4
XM_011511255.2	ORC4
XM_024452929.1	ORC4
XM_017004226.2	ORC4
NM_018328.4	MBD5
XM_011511472.2	MBD5
XM_011511470.2	MBD5
XM_024452989.1	MBD5
XM_024452988.1	MBD5
XM_024452990.1	MBD5
XM_024452987.1	MBD5
XR_002959319.1	MBD5
XR_002959318.1	MBD5
NM_015630.4	EPC2
XM_011510941.2	EPC2
XM_011510943.3	EPC2
NM_001317006.1	LYPD6B
NM_001317003.1	LYPD6B
NM_001317005.1	LYPD6B
XM_017003366.1	LYPD6B
NM_177964.5	LYPD6B
XM_017003364.1	LYPD6B
XM_017003365.1	LYPD6B
XM_011510623.2	LYPD6B
NM_001317004.1	LYPD6B
XM_006712281.4	LYPD6B
NM_001317002.1	LYPD6B
XM_005246306.4	LYPD6B
XM_006712280.3	LYPD6B
XM_011510620.2	LYPD6B
XM_011510625.1	LYPD6B
NM_001195685.1	LYPD6
NM_194317.5	LYPD6
XM_024452699.1	LYPD6
XM_024452698.1	LYPD6
XM_024452700.1	LYPD6
XM_024452701.1	LYPD6
NR_110240.1	MMADHC-DT
NR_145421.1	LINC01931
XR_923469.2	LINC01818
NM_001254738.1	RND3
NM_005168.4	RND3
NM_198557.3	RBM43
XR_001738817.2	RIF1
XM_006712542.2	NEB
XM_006712541.2	NEB
XM_005246615.2	NEB
XM_017004184.1	NEB
XM_005246593.2	NEB
XM_005246598.2	NEB
XM_005246592.2	NEB
XM_005246597.2	NEB
XM_005246591.2	NEB
XM_005246611.2	NEB
XM_005246590.2	NEB
XM_005246596.2	NEB
XM_005246599.2	NEB
XM_005246601.2	NEB
XM_005246604.2	NEB
XM_005246603.2	NEB
XM_005246608.2	NEB
XM_005246594.2	NEB
XM_017004178.1	NEB
XM_005246602.2	NEB
XM_005246606.2	NEB
XM_017004179.1	NEB
XM_017004181.1	NEB
XM_017004182.1	NEB
XM_005246610.2	NEB
XM_017004183.1	NEB
XM_017004180.1	NEB
XM_011511225.2	NEB
XM_017004185.1	NEB
XM_017004177.1	NEB
XM_005246617.2	NEB
XM_005246612.2	NEB
XM_005246613.2	NEB
XM_011511226.2	NEB
XM_011511227.2	NEB
NM_001271208.2	NEB
NM_004543.5	NEB
NM_001164507.1	NEB
NM_001164508.1	NEB
XM_005246616.1	NEB
XR_241333.4	LOC101929356
XR_923474.3	LOC101929356
XR_002959429.1	LOC101929356
XR_001739736.2	LOC101929356
NM_001330118.1	CACNB4
NM_001330117.2	CACNB4
NM_001320722.3	CACNB4
NM_001330114.2	CACNB4
NM_001330116.2	CACNB4
NM_001005747.4	CACNB4
NM_001330115.2	CACNB4
XM_017004885.1	CACNB4
XR_001738940.2	CACNB4
XR_001738937.2	CACNB4
XR_001738939.1	CACNB4
XR_001738935.1	CACNB4
XR_001738928.1	CACNB4
XR_001738938.2	CACNB4
XR_002959338.1	CACNB4
NM_005843.6	STAM2
XR_001738586.1	STAM2
XM_005246265.3	FMNL2
XM_011510535.2	FMNL2
XM_005246263.2	FMNL2
XM_011510534.1	FMNL2
XM_011510530.1	FMNL2
XM_011510533.3	FMNL2
XM_011510531.1	FMNL2
XM_011510532.3	FMNL2
XR_241279.4	FMNL2
NM_052905.4	FMNL2
XM_011510536.3	FMNL2
NM_017892.4	PRPF40A
NM_001365602.2	PRPF40A
NM_001365604.2	PRPF40A
NM_001365596.2	PRPF40A
NM_001365597.2	PRPF40A
NM_001365598.2	PRPF40A
NM_001365599.2	PRPF40A
NM_001365603.2	PRPF40A
NM_001365605.2	PRPF40A
NM_001365600.2	PRPF40A
NM_001365601.2	PRPF40A
NM_001354432.2	PRPF40A
NM_001354431.2	PRPF40A
XM_017004458.2	PRPF40A
XM_024452979.1	PRPF40A
XM_017004459.2	PRPF40A
XM_024452980.1	PRPF40A
XM_011511449.3	PRPF40A
XM_017004457.1	PRPF40A
XM_017004461.1	PRPF40A
XM_011511447.3	PRPF40A
XR_923480.2	LOC105373691
XR_923482.2	LOC105373691
XR_001739740.1	LINC01850
XR_001739741.1	LOC105373693
NM_001260508.1	KCNJ3
NM_002239.4	KCNJ3
XR_001739747.2	LOC107985953
XR_001739746.2	LOC107985953
XR_001739749.1	LOC105373703
XR_001739750.1	LOC105373703
XR_001739751.1	LOC105373703
XM_011510977.2	GPD2
NM_001083112.3	GPD2
NM_000408.5	GPD2
XM_017003830.1	GPD2
XM_024452798.1	GPD2
XM_005246469.2	GPD2
XM_011510978.2	GPD2
XR_001739753.1	LOC107985955
XR_923509.2	LOC105373710
XR_923510.2	LOC105373710
XM_017005386.2	CYTIP
NM_004288.5	CYTIP
NM_001111031.1	ACVR1C
NM_145259.3	ACVR1C
NM_001111032.2	ACVR1C
NM_001111033.2	ACVR1C
NM_001347667.2	ACVR1
XM_011512108.3	ACVR1
NM_001105.5	ACVR1
NM_001347663.1	ACVR1
NM_001347666.1	ACVR1
NM_001347664.1	ACVR1
NM_001347665.1	ACVR1
XM_006712825.4	ACVR1
NM_001111067.4	ACVR1
NM_001135098.1	UPP2
NR_038850.1	CCDC148-AS1
XM_017003398.1	CCDC148
NM_001304971.1	PKP4
NM_001304970.2	PKP4
NM_001304969.2	PKP4
NM_001005476.3	PKP4
NM_003628.5	PKP4
XM_011512019.1	PKP4
XM_017005126.1	PKP4
XM_011512017.1	PKP4
XM_011512026.3	PKP4
XM_017005128.2	PKP4
XM_017005125.2	PKP4
XM_011512021.3	PKP4
XM_011512020.3	PKP4
XR_001739006.2	PKP4
XR_001739004.2	PKP4
XR_001739005.2	PKP4
XM_017005134.2	PKP4
XM_017005124.2	PKP4
XM_011512018.2	PKP4
XM_017005122.2	PKP4
XM_017005127.2	PKP4
XM_011512016.2	PKP4
XM_017005133.2	PKP4
XM_017005129.2	PKP4
XM_017005130.2	PKP4
XM_011512022.2	PKP4
XM_017005123.1	PKP4
NR_135242.1	PKP4-AS1
XM_017005142.1	TANC1
NM_001350063.1	TANC1
NM_001350062.1	TANC1
NM_001145909.1	TANC1
NM_001350064.1	TANC1
NM_001350065.1	TANC1
XM_006712810.3	TANC1
NM_033394.3	TANC1
NR_146421.2	TANC1
XM_006712812.3	TANC1
XM_011512058.2	TANC1
XM_011512055.2	TANC1
XR_002959352.1	TANC1
XR_002959353.1	TANC1
XM_017005146.1	TANC1
XM_011512053.2	TANC1
XM_011512051.2	TANC1
XM_017005154.1	TANC1
XM_017005145.1	TANC1
XM_011512048.2	TANC1
XM_006712814.3	TANC1
XM_005246918.4	TANC1
XM_024453193.1	TANC1
XM_017005149.1	TANC1
XM_024453194.1	TANC1
XM_017005156.1	TANC1
XM_017005153.1	TANC1
XM_017005152.1	TANC1
XM_017005144.1	TANC1
XM_017005141.1	TANC1
XM_017005151.1	TANC1
XM_017005150.1	TANC1
XM_017005143.2	TANC1
XM_024452733.1	WDSUB1
XR_001738651.1	WDSUB1
XR_922879.2	WDSUB1
NM_001128213.2	WDSUB1
NM_152528.3	WDSUB1
NM_001330278.2	WDSUB1
NM_001128212.3	WDSUB1
NM_001330274.2	WDSUB1
NM_001330280.2	WDSUB1
NM_001307994.2	WDSUB1
NM_001330276.2	WDSUB1
NM_001330277.2	WDSUB1
NM_001330279.2	WDSUB1
XR_001738650.2	WDSUB1
XM_017003481.1	WDSUB1
NM_014880.5	CD302
NM_001198763.1	CD302
NM_001198764.1	CD302
NM_001198759.1	LY75-CD302
NM_001198760.1	LY75-CD302
XM_005246392.4	PLA2R1
XM_011510820.3	PLA2R1
XR_001738671.2	PLA2R1
XR_001738672.2	PLA2R1
XR_922892.3	PLA2R1
NM_007366.5	PLA2R1
NM_001195641.2	PLA2R1
XM_017003598.1	PLA2R1
XM_017003599.1	PLA2R1
NM_001007267.2	PLA2R1
XR_001738673.1	PLA2R1
XM_017003601.2	PLA2R1
NM_001282354.1	ITGB6
NM_000888.5	ITGB6
NM_001282355.2	ITGB6
NM_001282389.2	ITGB6
NM_001282388.2	ITGB6
NM_001282390.2	ITGB6
NM_001282353.2	ITGB6
XM_005246739.2	RBMS1
XM_024453033.1	RBMS1
XM_024453034.1	RBMS1
XM_005246741.3	RBMS1
XR_923526.2	LOC105373718
XR_923528.2	LOC105373719
NM_004180.3	TANK
XM_024452337.1	TANK
XM_024452335.1	TANK
XM_017003093.1	TANK
XM_017003097.1	TANK
XM_017003095.1	TANK
XM_017003094.1	TANK
XM_017003096.1	TANK
NM_001199135.3	TANK
XM_024452333.1	TANK
XM_005246207.3	TANK
NM_005805.6	PSMD14
XM_024453017.1	SLC4A10
NM_001354450.1	SLC4A10
NM_001178016.1	SLC4A10
XM_017004546.1	SLC4A10
XM_011511513.2	SLC4A10
NM_001354453.2	SLC4A10
NM_001354451.2	SLC4A10
NM_001354449.2	SLC4A10
NM_001354444.2	SLC4A10
NM_001354446.2	SLC4A10
NM_022058.4	SLC4A10
NM_001354440.2	SLC4A10
NM_001178015.2	SLC4A10
NM_001354455.2	SLC4A10
NM_001354443.2	SLC4A10
NM_001354460.2	SLC4A10
NM_001354448.2	SLC4A10
NM_001354445.2	SLC4A10
XM_005246694.4	SLC4A10
NM_001354442.2	SLC4A10
NM_001354441.2	SLC4A10
NM_001354447.2	SLC4A10
NM_001354461.2	SLC4A10
XM_011511510.3	SLC4A10
XM_011511512.3	SLC4A10
XM_011511509.3	SLC4A10
XM_017004552.2	SLC4A10
XM_024453016.1	SLC4A10
XM_017004551.1	SLC4A10
XM_005246371.3	DPP4
NM_001935.4	DPP4
NR_110255.1	LOC101929532
NM_022168.4	IFIH1
NR_110258.2	KCNH7-AS1
XR_923547.2	LOC105373727
NM_018086.4	FIGN
NM_001321825.2	FIGN
XM_011511389.2	FIGN
NM_001303422.2	GRB14
NM_004490.3	GRB14
XM_017003899.1	GRB14
XM_024452816.1	GRB14
XM_024452815.1	GRB14
NM_001365671.1	COBLL1
NM_014900.5	COBLL1
NM_001278461.2	COBLL1
NM_001365674.2	COBLL1
NM_001365672.2	COBLL1
NM_001365675.2	COBLL1
NM_001365673.2	COBLL1
NM_001278458.2	COBLL1
NM_001278460.2	COBLL1
NM_001365670.2	COBLL1
NM_001081677.2	SCN3A
NM_006922.4	SCN3A
NM_001081676.2	SCN3A
XM_011511610.3	SCN3A
XM_017004663.2	SCN3A
XM_017004660.2	SCN3A
XM_017004661.2	SCN3A
XM_017004662.2	SCN3A
XM_011511613.3	SCN3A
XM_017004664.1	SCN3A
XM_017004665.1	SCN3A
XM_017004666.1	SCN3A
XM_017004656.1	SCN2A
XM_024453037.1	SCN2A
XM_017004658.1	SCN2A
NM_001040142.2	SCN2A
NM_001371246.1	SCN2A
NM_001040143.2	SCN2A
NM_001371247.1	SCN2A
XM_011511871.3	TTC21B
XM_017004969.1	TTC21B
NM_024753.5	TTC21B
XM_011511872.2	TTC21B
XM_017004967.1	TTC21B
XM_006712761.1	TTC21B
NR_038984.1	TTC21B-AS1
NR_038983.1	TTC21B-AS1
NM_001165963.3	SCN1A
NM_006920.6	SCN1A
NM_001353961.2	SCN1A
NM_001353952.2	SCN1A
NM_001165964.3	SCN1A
NM_001353954.2	SCN1A
NM_001353960.2	SCN1A
NM_001353948.2	SCN1A
NM_001353951.2	SCN1A
NM_001353957.2	SCN1A
NM_001353955.2	SCN1A
NM_001202435.3	SCN1A
NM_001353950.2	SCN1A
NM_001353958.2	SCN1A
NM_001353949.2	SCN1A
NR_148667.2	SCN1A
XR_001738883.1	SCN1A
XR_001738884.1	SCN1A
NR_110260.1	SCN1A-AS1
NM_001365536.1	SCN9A
NM_002977.3	SCN9A
XM_017004669.1	SCN9A
XM_017004668.1	SCN9A
XM_011511617.2	SCN9A
XM_011511618.2	SCN9A
XM_011511616.3	SCN9A
XM_011511619.2	SCN9A
XR_001738886.1	SCN9A
NM_002976.3	SCN7A
XM_006712680.2	SCN7A
XM_006712682.3	SCN7A
XM_017004667.1	SCN7A
XM_011511615.2	SCN7A
XM_006712681.3	SCN7A
NR_045628.1	SCN7A
XR_001739762.1	LOC107985958
NM_001079810.3	XIRP2
NM_152381.5	XIRP2
NM_001199143.1	XIRP2
XM_017003309.1	XIRP2
NM_001199145.2	XIRP2
NM_001199144.2	XIRP2
NR_131227.1	B3GALT1-AS1
XM_005246465.2	STK39
NM_013233.3	STK39
XM_017003817.2	STK39
XM_017003815.2	STK39
XM_017003813.2	STK39
XM_017003814.2	STK39
XM_017003816.2	STK39
XR_002959433.1	LOC102724081
XR_001739767.1	LOC102724081
XR_923566.2	LOC102724081
XR_002959434.1	LOC102724081
XR_923564.2	LOC102724081
XM_024452781.1	CERS6
XM_024452780.1	CERS6
NM_203463.3	CERS6
NM_001256126.2	CERS6
XM_005246440.5	CERS6
XM_017003749.2	CERS6
XM_017005165.1	ABCB11
NM_003742.4	ABCB11
XM_011512081.2	ABCB11
XM_017005167.1	ABCB11
XM_017005166.1	ABCB11
XM_011512077.2	ABCB11
XM_011512078.2	ABCB11
XM_006712817.3	ABCB11
XM_011512080.2	ABCB11
NM_001289763.2	DHRS9
NM_199204.2	DHRS9
XM_011510475.1	DHRS9
NM_001142270.2	DHRS9
NM_001142271.2	DHRS9
NM_004525.3	LRP2
XM_011511184.2	LRP2
XM_011511183.3	LRP2
XM_005246967.1	PPIG
XM_017005302.2	PPIG
NM_004792.3	PPIG
XM_005246966.2	PPIG
NM_001199290.3	PHOSPHO2-KLHL23
NR_144936.2	PHOSPHO2-KLHL23
NM_144711.6	KLHL23
NM_001083615.4	MYO3B
NM_138995.5	MYO3B
NR_045684.2	MYO3B
NR_045683.2	MYO3B
NR_045682.2	MYO3B
XM_011510655.3	MYO3B
XM_006712299.4	MYO3B
XM_011510654.3	MYO3B
XM_011510657.3	MYO3B
XM_011510656.3	MYO3B
XM_024452713.1	MYO3B
XM_011510658.3	MYO3B
XR_001739769.1	LOC100130256
XM_017003875.1	ERICH2
XM_024452812.1	ERICH2
XM_017003876.2	ERICH2
NM_001290030.1	ERICH2
XM_011511001.2	ERICH2
NM_001289947.2	ERICH2
NM_001136555.2	TLK1
NM_012290.5	TLK1
NM_001136554.2	TLK1
XM_024453262.1	TLK1
XM_024453261.1	TLK1
XM_017005422.2	TLK1
XR_001739085.2	TLK1
XM_011512238.3	TLK1
XR_001739084.2	TLK1
XM_017005002.1	DCAF17
XM_017004998.1	DCAF17
XM_006712767.1	DCAF17
NM_025000.4	DCAF17
NR_028482.2	DCAF17
NM_001164821.1	DCAF17
XM_017005001.2	DCAF17
XM_017004996.1	DCAF17
XM_017005000.1	DCAF17
XM_017004999.1	DCAF17
XM_017004997.1	DCAF17
XM_011511882.1	DCAF17
XM_011511881.1	DCAF17
XM_017004995.1	DCAF17
